SQ;0001512673;SQUARE INC - A;Square Inc
SQBG;0001648428;SEQUENTIAL BRANDS GROUP INC;Sequential Brands Group Inc
SR;0001126956;SPIRE INC;Spire Inc
SRC;0001308606;SPIRIT REALTY CAPITAL INC;Spirit Realty Capital Inc
SRCE;0000034782;1ST SOURCE CORP;1st Source Corp
SRCI;0001413507;SRC ENERGY INC;SRC Energy Inc
SRCL;0000861878;STERICYCLE INC;Stericycle Inc
SRDX;0000924717;SURMODICS INC;Surmodics Inc
SRE;0001032208;SEMPRA ENERGY;Sempra Energy
SREV;0001310114;SERVICESOURCE INTERNATIONAL;ServiceSource International In
SRG;0001628063;SERITAGE GROWTH PROP- A REIT;Seritage Growth Properties
SRI;0001043337;STONERIDGE INC;Stoneridge Inc
SRPT;0000873303;SAREPTA THERAPEUTICS INC;Sarepta Therapeutics Inc
SRT;0001031029;STARTEK INC;StarTek Inc
SSB;0000764038;SOUTH STATE CORP;South State Corp
SSD;0000920371;SIMPSON MANUFACTURING CO INC;Simpson Manufacturing Co Inc
SSNC;0001402436;SS&C TECHNOLOGIES HOLDINGS;SS&C Technologies Holdings Inc
SSP;0000832428;EW SCRIPPS CO/THE-A;EW Scripps Co/The
SSTK;0001549346;SHUTTERSTOCK INC;Shutterstock Inc
SSYS;0001517396;STRATASYS LTD;Stratasys Ltd
ST;0001717185;SENSATA TECHNOLOGIES HOLDING;Sensata Technologies Holding P
STAA;0000718937;STAAR SURGICAL CO;STAAR Surgical Co
STAG;0001479094;STAG INDUSTRIAL INC;STAG Industrial Inc
STAR;0001095651;ISTAR INC;iStar Inc
STAY;0001581164;EXTENDED STAY AMERICA INC;Extended Stay America Inc
STBA;0000719220;S & T BANCORP INC;S&T Bancorp Inc
STBZ;0001497275;STATE BANK FINANCIAL CORP;State Bank Financial Corp
STC;0000094344;STEWART INFORMATION SERVICES;Stewart Information Services C
STE;0001624899;STERIS PLC;STERIS PLC
STFC;0000874977;STATE AUTO FINANCIAL CORP;State Auto Financial Corp
STI;0000750556;SUNTRUST BANKS INC;SunTrust Banks Inc
STL;0001070154;STERLING BANCORP/DE;Sterling Bancorp/DE
STLD;0001022671;STEEL DYNAMICS INC;Steel Dynamics Inc
STML;0001264587;STEMLINE THERAPEUTICS INC;Stemline Therapeutics Inc
STMP;0001082923;STAMPS.COM INC;Stamps.com Inc
STNG;0001483934;SCORPIO TANKERS INC;Scorpio Tankers Inc
STOR;0001538990;STORE CAPITAL CORP;STORE Capital Corp
STRA;0001013934;STRAYER EDUCATION INC;Strayer Education Inc
STRL;0000874238;STERLING CONSTRUCTION CO;Sterling Construction Co Inc
STRS;0000885508;STRATUS PROPERTIES INC;Stratus Properties Inc
STT;0000093751;STATE STREET CORP;State Street Corp
STWD;0001465128;STARWOOD PROPERTY TRUST INC;Starwood Property Trust Inc
STZ;0000016918;CONSTELLATION BRANDS INC-A;Constellation Brands Inc
SUI;0000912593;SUN COMMUNITIES INC;Sun Communities Inc
SUM;0001621563;SUMMIT MATERIALS INC -CL A;Summit Materials Inc
SUP;0000095552;SUPERIOR INDUSTRIES INTL;Superior Industries Internatio
SUPN;0001356576;SUPERNUS PHARMACEUTICALS INC;Supernus Pharmaceuticals Inc
SVU;0000095521;SUPERVALU INC;SUPERVALU Inc
SWCH;0001710583;SWITCH INC - A;Switch Inc
SWK;0000093556;STANLEY BLACK & DECKER INC;Stanley Black & Decker Inc
SWKS;0000004127;SKYWORKS SOLUTIONS INC;Skyworks Solutions Inc
SWM;0001000623;SCHWEITZER-MAUDUIT INTL INC;Schweitzer-Mauduit Internation
SWN;0000007332;SOUTHWESTERN ENERGY CO;Southwestern Energy Co
SWX;0001692115;SOUTHWEST GAS HOLDINGS INC;Southwest Gas Holdings Inc
SXC;0001514705;SUNCOKE ENERGY INC;SunCoke Energy Inc
SXI;0000310354;STANDEX INTERNATIONAL CORP;Standex International Corp
SXT;0000310142;SENSIENT TECHNOLOGIES CORP;Sensient Technologies Corp
SYBT;0000835324;STOCK YARDS BANCORP INC;Stock Yards Bancorp Inc
SYF;0001601712;SYNCHRONY FINANCIAL;Synchrony Financial
SYK;0000310764;STRYKER CORP;Stryker Corp
SYKE;0001010612;SYKES ENTERPRISES INC;Sykes Enterprises Inc
SYMC;0000849399;SYMANTEC CORP;Symantec Corp
SYNA;0000817720;SYNAPTICS INC;Synaptics Inc
SYNH;0001610950;SYNEOS HEALTH INC;Syneos Health Inc
SYNT;0001040426;SYNTEL INC;Syntel Inc
SYRS;0001556263;SYROS PHARMACEUTICALS INC;Syros Pharmaceuticals Inc
SYX;0000945114;SYSTEMAX INC;Systemax Inc
SYY;0000096021;SYSCO CORP;Sysco Corp
T;0000732717;AT&T INC;AT&T Inc
TACO;0001585583;DEL TACO RESTAURANTS INC;Del Taco Restaurants Inc
TAHO;0001510400;TAHOE RESOURCES INC;Tahoe Resources Inc
TAP;0000024545;MOLSON COORS BREWING CO -B;Molson Coors Brewing Co
TAST;0000809248;CARROLS RESTAURANT GROUP INC;Carrols Restaurant Group Inc
TAX;0001528930;LIBERTY TAX INC;Liberty Tax Inc
TBBK;0001295401;BANCORP INC/THE;Bancorp Inc/The
TBI;0000768899;TRUEBLUE INC;TrueBlue Inc
TBK;0001539638;TRIUMPH BANCORP INC;Triumph Bancorp Inc
TBNK;0001447051;TERRITORIAL BANCORP INC;Territorial Bancorp Inc
TBPH;0001583107;THERAVANCE BIOPHARMA INC;Theravance Biopharma Inc
TCBI;0001077428;TEXAS CAPITAL BANCSHARES INC;Texas Capital Bancshares Inc
TCBK;0000356171;TRICO BANCSHARES;TriCo Bancshares
TCF;0000814184;TCF FINANCIAL CORP;TCF Financial Corp
TCFC;0000855874;COMMUNITY FINANCIAL CORP/THE;Community Financial Corp/The
TCI;0000733590;TRANSCONTINENTAL REALTY INV;Transcontinental Realty Invest
TCMD;0001027838;TACTILE SYSTEMS TECHNOLOGY I;Tactile Systems Technology Inc
TCO;0000890319;TAUBMAN CENTERS INC;Taubman Centers Inc
TCS;0001411688;CONTAINER STORE GROUP INC/TH;Container Store Group Inc/The
TCX;0000909494;TUCOWS INC-CLASS A;Tucows Inc
TDC;0000816761;TERADATA CORP;Teradata Corp
TDG;0001260221;TRANSDIGM GROUP INC;TransDigm Group Inc
TDOC;0001477449;TELADOC INC;Teladoc Inc
TDS;0001051512;TELEPHONE AND DATA SYSTEMS;Telephone & Data Systems Inc
TDY;0001094285;TELEDYNE TECHNOLOGIES INC;Teledyne Technologies Inc
TEAM;0001650372;ATLASSIAN CORP PLC-CLASS A;Atlassian Corp PLC
TECD;0000790703;TECH DATA CORP;Tech Data Corp
TECH;0000842023;BIO-TECHNE CORP;Bio-Techne Corp
TELL;0000061398;TELLURIAN INC;Tellurian Inc
TEN;0001024725;TENNECO INC;Tenneco Inc
TER;0000097210;TERADYNE INC;Teradyne Inc
TERP;0001599947;TERRAFORM POWER INC - A;TerraForm Power Inc
TEX;0000097216;TEREX CORP;Terex Corp
TFSL;0001381668;TFS FINANCIAL CORP;TFS Financial Corp
TFX;0000096943;TELEFLEX INC;Teleflex Inc
TG;0000850429;TREDEGAR CORP;Tredegar Corp
TGH;0001413159;TEXTAINER GROUP HOLDINGS LTD;Textainer Group Holdings Ltd
