CEIX;0001710366;CONSOL ENERGY INC;CONSOL Energy Inc
CELC;0001603454;CELCUITY INC;Celcuity Inc
CELG;0000816284;CELGENE CORP;Celgene Corp
CENT;0000887733;CENTRAL GARDEN & PET CO;Central Garden & Pet Co
CENTA;0000887733;CENTRAL GARDEN AND PET CO-A;Central Garden & Pet Co
CENX;0000949157;CENTURY ALUMINUM COMPANY;Century Aluminum Co
CERN;0000804753;CERNER CORP;Cerner Corp
CERS;0001020214;CERUS CORP;Cerus Corp
CETV;0000925645;CENTRAL EUROPEAN MEDIA ENT-A;Central European Media Enterpr
CEVA;0001173489;CEVA INC;CEVA Inc
CF;0001324404;CF INDUSTRIES HOLDINGS INC;CF Industries Holdings Inc
CFFI;0000913341;C & F FINANCIAL CORP;C&F Financial Corp
CFFN;0001490906;CAPITOL FEDERAL FINANCIAL IN;Capitol Federal Financial Inc
CFG;0000759944;CITIZENS FINANCIAL GROUP;Citizens Financial Group Inc
CFMS;0001305773;CONFORMIS INC;ConforMIS Inc
CFR;0000039263;CULLEN/FROST BANKERS INC;Cullen/Frost Bankers Inc
CFX;0001420800;COLFAX CORP;Colfax Corp
CGNX;0000851205;COGNEX CORP;Cognex Corp
CHCO;0000726854;CITY HOLDING CO;City Holding Co
CHCT;0001631569;COMMUNITY HEALTHCARE TRUST I;Community Healthcare Trust Inc
CHD;0000313927;CHURCH & DWIGHT CO INC;Church & Dwight Co Inc
CHDN;0000020212;CHURCHILL DOWNS INC;Churchill Downs Inc
CHE;0000019584;CHEMED CORP;Chemed Corp
CHEF;0001517175;CHEFS' WAREHOUSE INC/THE;Chefs' Warehouse Inc/The
CHFC;0000019612;CHEMICAL FINANCIAL CORP;Chemical Financial Corp
CHFN;0001478726;CHARTER FINANCIAL CORP;Charter Financial Corp/MD
CHGG;0001364954;CHEGG INC;Chegg Inc
CHH;0001046311;CHOICE HOTELS INTL INC;Choice Hotels International In
CHK;0000895126;CHESAPEAKE ENERGY CORP;Chesapeake Energy Corp
CHMG;0000763563;CHEMUNG FINANCIAL CORP;Chemung Financial Corp
CHMI;0001571776;CHERRY HILL MORTGAGE INVESTM;Cherry Hill Mortgage Investmen
CHRS;0001512762;COHERUS BIOSCIENCES INC;Coherus Biosciences Inc
CHRW;0001043277;C.H. ROBINSON WORLDWIDE INC;CH Robinson Worldwide Inc
CHS;0000897429;CHICO'S FAS INC;Chico's FAS Inc
CHSP;0001473078;CHESAPEAKE LODGING TRUST;Chesapeake Lodging Trust
CHTR;0001091667;CHARTER COMMUNICATIONS INC-A;Charter Communications Inc
CHUBA;0001665658;COMMERCEHUB INC-SERIES A;CommerceHub Inc
CHUBK;0001665658;COMMERCEHUB INC-SERIES C;CommerceHub Inc
CHUY;0001524931;CHUY'S HOLDINGS INC;Chuy's Holdings Inc
CI;0000701221;CIGNA CORP;Cigna Corp
CIA;0000024090;CITIZENS INC;Citizens Inc/TX
CIEN;0000936395;CIENA CORP;Ciena Corp
CIM;0001409493;CHIMERA INVESTMENT CORP;Chimera Investment Corp
CINF;0000020286;CINCINNATI FINANCIAL CORP;Cincinnati Financial Corp
CIO;0001593222;CITY OFFICE REIT INC;City Office REIT Inc
CIR;0001091883;CIRCOR INTERNATIONAL INC;CIRCOR International Inc
CIT;0001171825;CIT GROUP INC;CIT Group Inc
CIVB;0000944745;CIVISTA BANCSHARES INC;Civista Bancshares Inc
CIVI;0001608638;CIVITAS SOLUTIONS INC;Civitas Solutions Inc
CIX;0001049606;COMPX INTERNATIONAL INC;CompX International Inc
CJ;0001615817;C&J ENERGY SERVICES INC;C&J Energy Services Inc
CKH;0000859598;SEACOR HOLDINGS INC;SEACOR Holdings Inc
CL;0000021665;COLGATE-PALMOLIVE CO;Colgate-Palmolive Co
CLAR;0000913277;CLARUS CORP;Clarus Corp
CLCT;0001089143;COLLECTORS UNIVERSE;Collectors Universe Inc
CLD;0001441849;CLOUD PEAK ENERGY INC;Cloud Peak Energy Inc
CLDR;0001535379;CLOUDERA INC;Cloudera Inc
CLDT;0001476045;CHATHAM LODGING TRUST;Chatham Lodging Trust
CLDX;0000744218;CELLDEX THERAPEUTICS INC;Celldex Therapeutics Inc
CLF;0000764065;CLEVELAND-CLIFFS INC;Cleveland-Cliffs Inc
CLFD;0000796505;CLEARFIELD INC;Clearfield Inc
CLGX;0000036047;CORELOGIC INC;CoreLogic Inc/United States
