A;0001090872;AGILENT TECHNOLOGIES INC;Agilent Technologies Inc
AA;0001675149;ALCOA CORP;Alcoa Corp
AAC;0001606180;AAC HOLDINGS INC;AAC Holdings Inc
AAL;0000006201;AMERICAN AIRLINES GROUP INC;American Airlines Group Inc
AAN;0000706688;AARON'S INC;Aaron's Inc
AAOI;0001158114;APPLIED OPTOELECTRONICS INC;Applied Optoelectronics Inc
AAON;0000824142;AAON INC;AAON Inc
AAP;0001158449;ADVANCE AUTO PARTS INC;Advance Auto Parts Inc
AAPL;0000320193;APPLE INC;Apple Inc
AAT;0001500217;AMERICAN ASSETS TRUST INC;American Assets Trust Inc
AAWW;0001135185;ATLAS AIR WORLDWIDE HOLDINGS;Atlas Air Worldwide Holdings I
AAXN;0001069183;AXON ENTERPRISE INC;Axon Enterprise Inc
ABAX;0000881890;ABAXIS INC;Abaxis Inc
ABBV;0001551152;ABBVIE INC;AbbVie Inc
ABC;0001140859;AMERISOURCEBERGEN CORP;AmerisourceBergen Corp
ABCB;0000351569;AMERIS BANCORP;Ameris Bancorp
ABCD;0001466815;CAMBIUM LEARNING GROUP INC;Cambium Learning Group Inc
ABEO;0000318306;ABEONA THERAPEUTICS INC;Abeona Therapeutics Inc
ABG;0001144980;ASBURY AUTOMOTIVE GROUP;Asbury Automotive Group Inc
ABM;0000771497;ABM INDUSTRIES INC;ABM Industries Inc
ABMD;0000815094;ABIOMED INC;ABIOMED Inc
ABT;0000001800;ABBOTT LABORATORIES;Abbott Laboratories
ABTX;0001642081;ALLEGIANCE BANCSHARES INC;Allegiance Bancshares Inc
AC;0001642122;ASSOCIATED CAPITAL GROUP - A;Associated Capital Group Inc
ACAD;0001070494;ACADIA PHARMACEUTICALS INC;ACADIA Pharmaceuticals Inc
ACBI;0001461755;ATLANTIC CAPITAL BANCSHARES;Atlantic Capital Bancshares In
ACC;0001283630;AMERICAN CAMPUS COMMUNITIES;American Campus Communities In
ACCO;0000712034;ACCO BRANDS CORP;ACCO Brands Corp
ACET;0000002034;ACETO CORP;Aceto Corp
ACGL;0000947484;ARCH CAPITAL GROUP LTD;Arch Capital Group Ltd
ACHC;0001520697;ACADIA HEALTHCARE CO INC;Acadia Healthcare Co Inc
ACHN;0001070336;ACHILLION PHARMACEUTICALS;Achillion Pharmaceuticals Inc
ACIA;0001651235;ACACIA COMMUNICATIONS INC;Acacia Communications Inc
ACIW;0000935036;ACI WORLDWIDE INC;ACI Worldwide Inc
ACLS;0001113232;AXCELIS TECHNOLOGIES INC;Axcelis Technologies Inc
ACM;0000868857;AECOM;AECOM
ACN;0001467373;ACCENTURE PLC-CL A;Accenture PLC
ACNB;0000715579;ACNB CORP;ACNB Corp
ACOR;0001008848;ACORDA THERAPEUTICS INC;Acorda Therapeutics Inc
ACRE;0001529377;ARES COMMERCIAL REAL ESTATE;Ares Commercial Real Estate Co
ACRS;0001557746;ACLARIS THERAPEUTICS INC;Aclaris Therapeutics Inc
ACTG;0000934549;ACACIA RESEARCH CORP;Acacia Research Corp
ACXM;0000733269;ACXIOM CORP;Acxiom Corp
ADBE;0000796343;ADOBE SYSTEMS INC;Adobe Systems Inc
ADC;0000917251;AGREE REALTY CORP;Agree Realty Corp
ADES;0001515156;ADVANCED EMISSIONS SOLUTIONS;Advanced Emissions Solutions I
ADI;0000006281;ANALOG DEVICES INC;Analog Devices Inc
ADM;0000007084;ARCHER-DANIELS-MIDLAND CO;Archer-Daniels-Midland Co
ADMS;0001328143;ADAMAS PHARMACEUTICALS INC;Adamas Pharmaceuticals Inc
ADNT;0001670541;ADIENT PLC;Adient PLC
ADP;0000008670;AUTOMATIC DATA PROCESSING;Automatic Data Processing Inc
