SOLUTIONS 30  personne morale liée à KARIM RACHEDI  DIRECTEUR GENERAL,ERREUR SUR LE DECLARANT,SOLUTIONS 30 SE,31 janvier 2018,LUXEMBOURG,Exercice,Option d'achat,5.1466 Euro,310 506.0000,NON,05 février 2018,On 31/01/2018  Karim RACHEDI  GENERAL MANAGER of SOLUTIONS 30 SE  has exercised 93.153 stock options  leading to the       creation of 310.506 new shares each havinig 1 voting right.       On 31/01/2018  KARIM RACHEDI  DIRECTEUR GENERAL de SOLUTIONS 30 SE  a exercé 93.153 bons de souscriptions      d'actions (BSA)  ayant conduit à la création de 310.506 actions nouvelles et autant de droit de vote.,http://www.amf-france.org/technique/multimedia?docId=eb43fc87-a248-4392-9b59-1ed25792aa88&famille=BDIF&bdifId=563635DD8102_2018DD536365
Karim RACHEDI personne liée à KARIM RACHEDI  DIRECTEUR GENERAL,To correct a mistake signaled by e mail,SOLUTIONS 30 SE,31 janvier 2018,LUXEMBOURG,Exercice,Option d'achat,13.2800 Euro,35 542.0000,NON,05 février 2018,Le 31/01/2018  SMART ADVICE  société holding détenue totalement par KARIM RACHEDI  DIRECTEUR GENERAL de       SOLUTIONS 30 SE  a exercé 35.542 bons de souscriptions d'actions (BSA)  ayant conduit à la création de 35.542 actions nouvelles       et autant de droits de vote.,http://www.amf-france.org/technique/multimedia?docId=40ec9963-dc75-4437-a283-c958c92b83b7&famille=BDIF&bdifId=163635DD8102_2018DD536361
Jean-Georges MALCOR  Directeur Général et administrateur,Notification initiale,CGG,23 janvier 2018,Euronext Paris,Acquisition,Droits préférentiels de souscription,1.0800 Euro,2.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=db4735a7-ac69-43af-af3e-1a63b06d8ab7&famille=BDIF&bdifId=953635DD8102_2018DD536359
Jean-Georges MALCOR  Directeur Général et administrateur,Notification initiale,CGG,30 janvier 2018,Euronext Paris,Acquisition,Droits préférentiels de souscription,1.0400 Euro,1.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=b10570ad-8b5b-4c24-b0de-93c86eebf437&famille=BDIF&bdifId=853635DD8102_2018DD536358
Jean-Georges MALCOR  Directeur Général et administrateur,Notification initiale,CGG,30 janvier 2018,Euronext Paris,Souscription,Actions assorties de bons de souscription d'actions,1.5600 Euro,17 316.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=b7f61ea1-3db3-4cf5-951e-43f073af544b&famille=BDIF&bdifId=753635DD8102_2018DD536357
Jean-Georges MALCOR  Directeur Général et administrateur,Notification initiale,CGG,23 janvier 2018,Euronext Paris,Souscription,Actions assorties de bons de souscription d'actions,1.5600 Euro,7 423.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=814df979-ec07-42a1-b757-d5b6ca8b3931&famille=BDIF&bdifId=653635DD8102_2018DD536356
CM-CIC CAPITAL INNOVATION SAS  Membre Conseil Administration,Notification initiale,KERLINK,05 février 2018,Euronext Growth Paris,Cession,Action,21.0068 Euro,15 000.0000,NON,05 février 2018,Stéphane SIMONCINI est représentant permanent de CMCIC Innovation au Board de Kerlink.,http://www.amf-france.org/technique/multimedia?docId=73a72b1c-fce2-45cc-8783-d2d6d91e10a2&famille=BDIF&bdifId=353635DD8102_2018DD536353
CM-CIC CAPITAL INNOVATION SAS  Membre Conseil Administration,Notification initiale,KERLINK,02 février 2018,Euronext Growth Paris,Cession,Action,22.1500 Euro,57 094.0000,NON,05 février 2018,Stéphane SIMONCINI est représentant permanent de CMCIC Innovation au Board de Kerlink.,http://www.amf-france.org/technique/multimedia?docId=1a7e93a2-a3c7-4fe7-bcb6-3cd179862a42&famille=BDIF&bdifId=053635DD8102_2018DD536350
Anne Granotier personne liée à FREDERCI GRANOTIER  PDG de Lucibel,Notification initiale,LUCIBEL,31 janvier 2018,Euronext Growth Paris,Cession,Action,2.8400 Euro,447.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=90730ad9-3402-4d63-b523-482d46278ba9&famille=BDIF&bdifId=943635DD8102_2018DD536349
CM-CIC CAPITAL INNOVATION SAS  Membre Conseil Administration,Notification initiale,KERLINK,01 février 2018,Euronext Growth Paris,Cession,Action,23.0714 Euro,35 000.0000,NON,05 février 2018,Stéphane SIMONCINI est représentant permanent de CMCIC Innovation au Board de Kerlink.,http://www.amf-france.org/technique/multimedia?docId=1a48f7ce-768e-4e97-bad8-2e668ac41331&famille=BDIF&bdifId=843635DD8102_2018DD536348
Bpifrance Participations SA  ADMINISTRATEUR,Notification initiale,CGG,02 février 2018,Euronext Paris,Exercice,Exercice de DPS donnant droit à des actions,0.0000 Euro,471 808.0000,NON,05 février 2018,Exercice par Bpifrance Participations de 471 808 DPS CGG  donnant droit à 1 533 376 actions au prix unitaire de souscription de       1.56 euros.      Bpifrance Participations détient un mandat d'administrateur au sein du Conseil d'administration de la société CGG  dont le      représentant permanent est Madame Marie-Laetitia Vassort (salariée de Bpifrance Investissement).      Pour information  Bpifrance Participations détient 100% de Bpifrance Investissement,http://www.amf-france.org/technique/multimedia?docId=dd2bdd1a-b497-491e-b631-c197cb86c1a0&famille=BDIF&bdifId=543635DD8102_2018DD536345
Bpifrance Participations SA  ADMINISTRATEUR,Notification initiale,CGG,02 février 2018,Euronext Paris,Cession,Action,2.6707 Euro,615 402.0000,NON,05 février 2018,Bpifrance Participations détient un mandat d'administrateur au sein du Conseil d'administration de la société CGG  dont le       représentant permanent est Madame Marie-Laetitia Vassort (salariée de Bpifrance Investissement).      Pour information  Bpifrance Participations détient 100% de Bpifrance Investissement,http://www.amf-france.org/technique/multimedia?docId=e40a229b-3185-4585-8dd0-6e9898f7f723&famille=BDIF&bdifId=423635DD8102_2018DD536324
ALAIN DI CRESCENZO  PDG,Notification initiale,IGE+XAO,19 janvier 2018,Euronext Paris,Cession,Action,132.0000 Euro,168 625.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=ef9390c4-27a2-4c68-848f-2849ededbde7&famille=BDIF&bdifId=123635DD8102_2018DD536321
Bpifrance Participations SA  ADMINISTRATEUR,Notification initiale,CGG,01 février 2018,Euronext Paris,Cession,Action,2.9532 Euro,192 417.0000,NON,05 février 2018,Bpifrance Participations détient un mandat d'administrateur au sein du Conseil d'administration de la société CGG  dont le       représentant permanent est Madame Marie-Laetitia Vassort (salariée de Bpifrance Investissement).      Pour information  Bpifrance Participations détient 100% de Bpifrance Investissement,http://www.amf-france.org/technique/multimedia?docId=2b3f5ade-18ab-4cdd-aca2-61336ef7083a&famille=BDIF&bdifId=023635DD8102_2018DD536320
Bpifrance Participations SA  ADMINISTRATEUR,Notification initiale,CGG,31 janvier 2018,Euronext Paris,Cession,DPS,0.7164 Euro,799 312.0000,NON,05 février 2018,Bpifrance Participations détient un mandat d'administrateur au sein du Conseil d'administration de la société CGG dont le       représentant permanent est Madame Marie-Laetitia Vassort (salariée de Bpifrance Investissement).      Pour information  Bpifrance Participations détient 100% de Bpifrance Investissement,http://www.amf-france.org/technique/multimedia?docId=18e14664-b593-4a2c-8bf1-43ee83168909&famille=BDIF&bdifId=913635DD8102_2018DD536319
Bpifrance Participations SA   ADMINISTRATEUR,Notification initiale,CGG,31 janvier 2018,Euronext Paris,Cession,Action,2.8994 Euro,422 185.0000,NON,05 février 2018,Bpifrance Participations détient un mandat d'administrateur au sein du Conseil d'administrateur de la société CGG dont le      représentant permanent est Madame Marie-Laetitia Vassort (salariée de Bpifrance Investissement)      Pour information  Bpifrance Participations détient 100% de Bpifrance Investissement,http://www.amf-france.org/technique/multimedia?docId=85ff4abd-a064-4215-99f5-77afbc2dd7cf&famille=BDIF&bdifId=103635DD8102_2018DD536301
SOCIETE HOLDING DE GESTION ET DE PARTICIPATION SOCIETE ANONYME  ASSOCIE COMMANDITE,Notification initiale,TOUAX SCA,02 février 2018,Euronext Paris,Cession,Action,36 785.7100 Euro,3 240.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=39fc177e-de0d-411f-80d7-2586a8f31b28&famille=BDIF&bdifId=782635DD8102_2018DD536287
CARLALBERTO GUGLIELMINOTTI  DIRECTEUR GENERAL,Notification initiale,ELECTRO POWER SYSTEMS SA,02 février 2018,Euronext Paris,Cession,Action,11.0040 Euro,3 086.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=e2bb7a31-0341-428a-b4be-7343673f7e2f&famille=BDIF&bdifId=582635DD8102_2018DD536285
SOCIETE HOLDING DE GESTION ET DE PARTICIPATION SOCIETE ANONYME  ASSOCIE COMMANDITE,Notification initiale,TOUAX SCA,01 février 2018,Euronext Paris,Cession,Action,6 860.6800 Euro,609.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=c59afefb-0bb9-4a2e-8cb3-637aad2cdec4&famille=BDIF&bdifId=482635DD8102_2018DD536284
CARLALBERTO GUGLIELMINOTTI  DIRECTEUR GENERAL,Notification initiale,ELECTRO POWER SYSTEMS SA,02 février 2018,Euronext Paris,Exercice,Option d'achat,0.2000 Euro,3 086.0000,OUI,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=308333a0-caed-4b08-a7c8-87aee5c6e955&famille=BDIF&bdifId=382635DD8102_2018DD536283
SOCIETE HOLDING DE GESTION ET DE PARTICIPATION SOCIETE ANONYME  ASSOCIE COMMANDITE,Notification initiale,TOUAX SCA,26 janvier 2018,Euronext Paris,Cession,Action,13 664.6600 Euro,1 151.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=cd523bc0-9fa3-4f06-80cd-2eeb26f98d02&famille=BDIF&bdifId=282635DD8102_2018DD536282
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,02 janvier 2018,Euronext Access Paris,Cession,Action,4.6000 Euro,80.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,03 janvier 2018,Euronext Access Paris,Cession,Action,4.6000 Euro,446.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,08 janvier 2018,Euronext Access Paris,Cession,Action,4.6000 Euro,300.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,10 janvier 2018,Euronext Access Paris,Cession,Action,4.6000 Euro,500.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,15 janvier 2018,Euronext Access Paris,Cession,Action,4.7000 Euro,50.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,16 janvier 2018,Euronext Access Paris,Cession,Action,4.7500 Euro,200.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,18 janvier 2018,Euronext Access Paris,Cession,Action,4.8000 Euro,90.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,19 janvier 2018,Euronext Access Paris,Cession,Action,4.8000 Euro,610.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,22 janvier 2018,Euronext Access Paris,Acquisition,Action,4.5500 Euro,825.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,23 janvier 2018,Euronext Access Paris,Cession,Action,4.8500 Euro,200.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,25 janvier 2018,Euronext Access Paris,Cession,Action,4.9000 Euro,400.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,26 janvier 2018,Euronext Access Paris,Acquisition,Action,4.8500 Euro,3.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,29 janvier 2018,Euronext Access Paris,Cession,Action,5.1000 Euro,1 670.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,30 janvier 2018,Euronext Access Paris,Cession,Action,5.3100 Euro,2 150.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,31 janvier 2018,Euronext Access Paris,Cession,Action,5.5500 Euro,1 150.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
Gilles OLICHON  Président Directeur Général,Notification initiale,AIR MARINE,02 février 2018,Euronext Access Paris,Cession,Action,5.6500 Euro,61.0000,NON,05 février 2018,Ces opérations ont fait l’objet d’une dispense (seuil non encore atteint jusqu’alors),http://www.amf-france.org/technique/multimedia?docId=8893b332-912c-44dc-b4e2-0976da34f66f&famille=BDIF&bdifId=572635DD8102_2018DD536275
SERDON BV  SERDON BV / Besloten Vennootschap (société à responsabilité limitée de droit néerlandais) personne morale liée à       SERDON BV  Personne morale étroitement liée à Monsieur Jacques Janssen (Directeur Général Délégué et administrateur de la       société ABEO),Notification initiale,ABEO,29 janvier 2018,Hors plateforme de négociation,Cession,Droit Préférentiel de Souscription (DPS),0.2882 Euro,230 724.0000,NON,05 février 2018,L'opération déclarée consiste en un reclassement de DPS effectué dans le cadre de l'opération d'augmentation de capital avec      maintien du DPS de la société ABEO (visa AMF n°18-025),http://www.amf-france.org/technique/multimedia?docId=3ad3cd56-dce8-4a03-b0e0-847adc7d79e5&famille=BDIF&bdifId=622635DD8102_2018DD536226
SERDON BV  SERDON BV / Besloten Vennootschap (société à responsabilité limitée de droit néerlandais) personne morale liée à       SERDON BV  Personne morale étroitement liée à Monsieur Jacques Janssen (Directeur Général Délégué et administrateur de la       société ABEO),Notification initiale,ABEO,01 février 2018,Hors plateforme de négociation,Cession,Droit Préférentiel de Souscription (DPS),0.0000 Euro,369 189.0000,NON,05 février 2018,L'opération déclarée consiste en un reclassement de DPS effectué dans le cadre de l'opération d'augmentation de capital avec      maintien du DPS de la société ABEO (visa AMF n°18-025),http://www.amf-france.org/technique/multimedia?docId=3ad3cd56-dce8-4a03-b0e0-847adc7d79e5&famille=BDIF&bdifId=622635DD8102_2018DD536226
Karim RACHEDI personne liée à SOlutions 30  DIRECTEUR GENERAL,Notification initiale,SOLUTIONS 30 SE,31 janvier 2018,LUXEMBOURG,Exercice,Option d'achat,471 997.7600 Euro,35 542.0000,NON,05 février 2018,Le 31/01/2018  SMART ADVICE  société holding détenue totalement par KARIM RACHEDI  DIRECTEUR GENERAL de      SOLUTIONS 30 SE  a exercé 35.542 bons de souscriptions d'actions (BSA)  ayant conduit à la création de 35.542 actions nouvelles      et autant de droits de vote.,http://www.amf-france.org/technique/multimedia?docId=2d95b0a2-4fa4-4a6c-9e62-f2a5cf99ddcd&famille=BDIF&bdifId=412635DD8102_2018DD536214
SA PACIFICO SA  MEMBRE DU CA,Notification initiale,EO2,01 février 2018,Euronext Paris,Cession,Action,7.4784 Euro,818.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=65b71c14-e274-4476-ab2f-80eac5e2eb0a&famille=BDIF&bdifId=002635DD8102_2018DD536200
SA PACIFICO SA  MEMBRE DU CA,Notification initiale,EO2,02 février 2018,Euronext Paris,Cession,Action,7.6654 Euro,1 691.0000,NON,05 février 2018,,http://www.amf-france.org/technique/multimedia?docId=65b71c14-e274-4476-ab2f-80eac5e2eb0a&famille=BDIF&bdifId=002635DD8102_2018DD536200
Cédric Lagarrigue  Président,Notification initiale,FOCUS HOME INTERACTIVE,02 février 2018,Euronext Growth Paris,Cession,Action,37.0200 Euro,11 500.0000,NON,04 février 2018,,http://www.amf-france.org/technique/multimedia?docId=3956abe0-429e-47a4-b591-75afeddf640d&famille=BDIF&bdifId=071635DD8102_2018DD536170
CHARLES BAUDRON  Directeur Technique,Notification initiale,IGE+XAO,26 janvier 2018,Euronext Paris,Cession,Action,11 598 576.0000 Euro,87 868.0000,NON,03 février 2018,,http://www.amf-france.org/technique/multimedia?docId=e4256b08-37c7-431b-8cd7-d010ac9a1f26&famille=BDIF&bdifId=461635DD8102_2018DD536164
SOLUTIONS 30   DIRECTEUR GENERAL,Notification initiale,SOLUTIONS 30 SE,31 janvier 2018,LUXEMBOURG,Exercice,Option d'achat,1 598 064.5400 Euro,310 506.0000,NON,02 février 2018,On 31/01/2018  Karim RACHEDI  GENERAL MANAGER of SOLUTIONS 30 SE  has exercised 93.153 stock options  leading to the      creation of 310.506 new shares each havinig 1 voting right.       On 31/01/2018  KARIM RACHEDI  DIRECTEUR GENERAL de SOLUTIONS 30 SE  a exercé 93.153 bons de souscriptions      d'actions (BSA)  ayant conduit à la création de 310.506 actions nouvelles et autant de droit de vote.,http://www.amf-france.org/technique/multimedia?docId=4126a671-ff57-4740-a376-091899a63090&famille=BDIF&bdifId=261635DD8102_2018DD536162
